orf_id	ensembl_transcript_id	ensembl_protein_id	ensembl_gene_id	symbol
481	ENST00000302628.8	ENSP00000307508.4	ENSG00000172137.18	CALB2
482	ENST00000570421.5	ENSP00000461806.1	ENSG00000141527.16	CARD14
483	ENST00000355773.5	ENSP00000348019.5	ENSG00000119899.12	SLC17A5
484	ENST00000296861.2	ENSP00000296861.2	ENSG00000146072.6	TNFRSF21
485	ENST00000253233.5	ENSP00000253233.1	ENSG00000130921.7	C12orf65
486	ENST00000394053.6	ENSP00000377617.2	ENSG00000065911.11	MTHFD2
487	ENST00000309546.7	ENSP00000309521.3	ENSG00000203896.9	LIME1
488	ENST00000369982.4	ENSP00000358999.4	ENSG00000177854.7	TMEM187
489	ENST00000263663.9	ENSP00000263663.4	ENSG00000115750.16	TAF1B
490	ENST00000355014.6	ENSP00000347117.2	ENSG00000196189.12	SEMA4A
492	ENST00000337132.9	ENSP00000338746.5	ENSG00000157191.19	NECAP2
493	ENST00000273550.11	ENSP00000273550.7	ENSG00000167996.15	FTH1
494	ENST00000333090.4	ENSP00000332668.4	ENSG00000182704.7	TSKU
496	ENST00000377673.9	ENSP00000366901.5	ENSG00000204856.11	FAM216A
498	ENST00000299601.9	ENSP00000299601.5	ENSG00000166477.12	LEO1
499	ENST00000373944.7	ENSP00000363055.3	ENSG00000122952.16	ZWINT
500	ENST00000371142.8	ENSP00000360184.4	ENSG00000077147.14	TM9SF3
501	ENST00000583313.6	ENSP00000463058.1	ENSG00000265241.6	RBM8A
502	ENST00000256585.9	ENSP00000256585.5	ENSG00000134193.14	REG4
503	ENST00000337304.2	ENSP00000336790.2	ENSG00000128272.14	ATF4
504	ENST00000382848.4	ENSP00000372299.4	ENSG00000165474.5	GJB2
506	ENST00000294312.3	ENSP00000294312.3	ENSG00000162344.3	FGF19
507	ENST00000366913.7	ENSP00000355880.3	ENSG00000117791.15	MARC2
508	ENST00000396052.3	ENSP00000379367.2	ENSG00000102897.9	LYRM1
509	ENST00000394252.3	ENSP00000377796.3	ENSG00000170439.6	METTL7B
510	ENST00000332896.7	ENSP00000327647.3	ENSG00000169372.12	CRADD
512	ENST00000309137.12	ENSP00000335808.6	ENSG00000172775.16	FAM192A
513	ENST00000219368.7	ENSP00000219368.3	ENSG00000103089.8	FA2H
514	ENST00000250974.9	ENSP00000250974.9	ENSG00000129968.15	ABHD17A
515	ENST00000264451.11	ENSP00000264451.6	ENSG00000014824.13	SLC30A9
516	ENST00000344644.9	ENSP00000343838.5	ENSG00000242515.5	UGT1A10
517	ENST00000278927.9	ENSP00000278927.5	ENSG00000149564.11	ESAM
518	ENST00000543872.6	ENSP00000438748.2	ENSG00000167447.12	SMG8
519	ENST00000396065.2	ENSP00000379377.1	ENSG00000140297.12	GCNT3
520	ENST00000617070.4	ENSP00000482499.1	ENSG00000276600.4	RAB7B
521	ENST00000253329.2	ENSP00000253329.2	ENSG00000131013.3	PPIL4
522	ENST00000358781.6	ENSP00000351632.2	ENSG00000198643.6	FAM3D
524	ENST00000302463.10	ENSP00000302028.6	ENSG00000168137.15	SETD5
525	ENST00000417550.6	ENSP00000393442.2	ENSG00000196150.13	ZNF250
526	ENST00000377710.9	ENSP00000366939.5	ENSG00000125871.13	MGME1
527	ENST00000297661.8	ENSP00000297661.4	ENSG00000165006.13	UBAP1
528	ENST00000336832.6	ENSP00000338642.2	ENSG00000187288.10	CIDEC
530	ENST00000330938.7	ENSP00000328325.3	ENSG00000183255.11	PTTG1IP
531	ENST00000372390.8	ENSP00000361466.4	ENSG00000157514.16	TSC22D3
532	ENST00000545718.2	ENSP00000438956.2	ENSG00000114650.18	SCAP
533	ENST00000360938.7	ENSP00000354194.3	ENSG00000157557.11	ETS2
534	ENST00000310157.6	ENSP00000309148.1	ENSG00000167755.14	KLK6
535	ENST00000557943.5	ENSP00000452762.1	ENSG00000140374.15	ETFA
537	ENST00000296824.3	ENSP00000296824.2	ENSG00000164366.3	CCDC127
538	ENST00000372285.7	ENSP00000361359.3	ENSG00000101017.13	CD40
539	ENST00000216037.10	ENSP00000216037.6	ENSG00000100219.16	XBP1
540	ENST00000395761.3	ENSP00000379110.3	ENSG00000163739.4	CXCL1
542	ENST00000448864.5	ENSP00000393393.1	ENSG00000182899.14	RPL35A
543	ENST00000262207.8	ENSP00000262207.4	ENSG00000121005.8	CRISPLD1
545	ENST00000596046.1	ENSP00000472985.1	ENSG00000083845.8	RPS5
547	ENST00000346691.9	ENSP00000302338.5	ENSG00000164053.19	ATRIP
548	ENST00000424952.6	ENSP00000395502.2	ENSG00000163812.13	ZDHHC3
549	ENST00000419304.6	ENSP00000391490.2	ENSG00000106541.11	AGR2
552	ENST00000309328.7	ENSP00000312318.3	ENSG00000173465.7	SSSCA1
553	ENST00000357082.8	ENSP00000349593.4	ENSG00000259305.6	ZHX1-C8orf76
554	ENST00000393674.6	ENSP00000377280.2	ENSG00000164117.13	FBXO8
556	ENST00000303434.8	ENSP00000305664.4	ENSG00000170638.9	TRABD
557	ENST00000373020.8	ENSP00000362111.4	ENSG00000000003.14	TSPAN6
559	ENST00000355354.11	ENSP00000347512.7	ENSG00000196776.14	CD47
560	ENST00000221132.7	ENSP00000221132.3	ENSG00000104689.9	TNFRSF10A
561	ENST00000296677.4	ENSP00000296677.4	ENSG00000164251.4	F2RL1
562	ENST00000375156.3	ENSP00000364298.3	ENSG00000204315.3	FKBPL
563	ENST00000308942.4	ENSP00000309102.4	ENSG00000116991.10	SIPA1L2
564	ENST00000222122.9	ENSP00000222122.4	ENSG00000105516.10	DBP
565	ENST00000392378.6	ENSP00000376183.2	ENSG00000161267.11	BDH1
566	ENST00000395694.6	ENSP00000379047.2	ENSG00000164051.13	CCDC51
567	ENST00000307471.7	ENSP00000304355.3	ENSG00000169193.11	CCDC126
568	ENST00000244061.5	ENSP00000244061.2	ENSG00000124226.10	RNF114
569	ENST00000339775.10	ENSP00000344609.6	ENSG00000154640.14	BTG3
570	ENST00000264933.8	ENSP00000264933.4	ENSG00000249915.7	PDCD6
571	ENST00000393087.8	ENSP00000376802.4	ENSG00000197249.13	SERPINA1
573	ENST00000264827.9	ENSP00000264827.4	ENSG00000095066.11	HOOK2
574	ENST00000311507.8	ENSP00000309509.4	ENSG00000145287.10	PLAC8
575	ENST00000264595.6	ENSP00000264595.2	ENSG00000038002.8	AGA
577	ENST00000439696.2	ENSP00000388402.2	ENSG00000185650.9	ZFP36L1
578	ENST00000333167.12	ENSP00000333664.8	ENSG00000060971.17	ACAA1
579	ENST00000353107.7	ENSP00000342889.3	ENSG00000147669.10	POLR2K
580	ENST00000367941.6	ENSP00000356918.1	ENSG00000079950.13	STX7
581	ENST00000614891.4	ENSP00000479708.1	ENSG00000147676.13	MAL2
582	ENST00000317126.8	ENSP00000320461.4	ENSG00000138303.17	ASCC1
584	ENST00000399496.7	ENSP00000382419.3	ENSG00000154040.20	CABYR
585	ENST00000301327.4	ENSP00000301327.3	ENSG00000167700.8	MFSD3
586	ENST00000591142.5	ENSP00000465645.1	ENSG00000099875.14	MKNK2
587	ENST00000371698.3	ENSP00000360763.3	ENSG00000172889.15	EGFL7
588	ENST00000336307.5	ENSP00000337425.1	ENSG00000186792.16	HYAL3
589	ENST00000009180.8	ENSP00000009180.4	ENSG00000010278.12	CD9
590	ENST00000441876.6	ENSP00000395892.2	ENSG00000100376.11	FAM118A
591	ENST00000336733.10	ENSP00000336801.5	ENSG00000144741.17	SLC25A26
592	ENST00000481445.1	ENSP00000417656.1	ENSG00000131174.4	COX7B
593	ENST00000322048.11	ENSP00000322832.5	ENSG00000067836.12	ROGDI
594	ENST00000242323.8	ENSP00000242323.8	ENSG00000122741.15	DCAF10
595	ENST00000263735.8	ENSP00000263735.4	ENSG00000119888.10	EPCAM
596	ENST00000371470.7	ENSP00000360525.3	ENSG00000162385.10	MAGOH
598	ENST00000380377.8	ENSP00000369736.4	ENSG00000171530.13	TBCA
600	ENST00000374379.8	ENSP00000363500.4	ENSG00000169504.14	CLIC4
601	ENST00000340552.4	ENSP00000339916.4	ENSG00000182541.17	LIMK2
602	ENST00000222120.7	ENSP00000222120.2	ENSG00000105514.7	RAB3D
603	ENST00000284719.7	ENSP00000284719.3	ENSG00000138430.15	OLA1
604	ENST00000376112.3	ENSP00000365280.3	ENSG00000125968.8	ID1
605	ENST00000297258.10	ENSP00000297258.6	ENSG00000164687.10	FABP5
609	ENST00000361531.6	ENSP00000354525.2	ENSG00000143314.12	MRPL24
610	ENST00000281950.7	ENSP00000281950.2	ENSG00000152147.10	GEMIN6
611	ENST00000379440.8	ENSP00000368752.4	ENSG00000171867.16	PRNP
612	ENST00000317058.7	ENSP00000316114.3	ENSG00000176476.8	SGF29
614	ENST00000285379.9	ENSP00000285379.4	ENSG00000104267.9	CA2
615	ENST00000222726.3	ENSP00000222726.3	ENSG00000106004.4	HOXA5
616	ENST00000355346.8	ENSP00000347504.4	ENSG00000119185.12	ITGB1BP1
619	ENST00000254286.8	ENSP00000254286.4	ENSG00000131966.13	ACTR10
620	ENST00000303204.8	ENSP00000302114.4	ENSG00000169230.9	PRELID1
621	ENST00000309451.6	ENSP00000311500.6	ENSG00000173272.15	MZT2A
622	ENST00000225698.8	ENSP00000225698.4	ENSG00000108561.8	C1QBP
623	ENST00000306306.7	ENSP00000303482.3	ENSG00000168476.11	REEP4
624	ENST00000356948.10	ENSP00000349428.4	ENSG00000011304.19	PTBP1
625	ENST00000509910.1	ENSP00000425107.1	ENSG00000145782.12	ATG12
626	ENST00000311337.10	ENSP00000311876.6	ENSG00000113552.15	GNPDA1
627	ENST00000292852.8	ENSP00000292852.3	ENSG00000269190.5	FBXO17
628	ENST00000537171.5	ENSP00000477391.1	ENSG00000139725.7	RHOF
629	ENST00000394666.7	ENSP00000378161.3	ENSG00000170634.12	ACYP2
630	ENST00000403868.5	ENSP00000383947.1	ENSG00000164828.17	SUN1
631	ENST00000229314.9	ENSP00000229314.4	ENSG00000111711.9	GOLT1B
632	ENST00000262124.15	ENSP00000262124.10	ENSG00000085415.15	SEH1L
634	ENST00000221891.8	ENSP00000221891.3	ENSG00000105290.11	APLP1
636	ENST00000593537.1	ENSP00000469455.1	ENSG00000225950.8	NTF4
637	ENST00000333781.9	ENSP00000327716.5	ENSG00000182093.14	WRB
638	ENST00000377242.7	ENSP00000366450.3	ENSG00000120594.16	PLXDC2
639	ENST00000373425.7	ENSP00000362524.3	ENSG00000136859.9	ANGPTL2
640	ENST00000264218.7	ENSP00000264218.3	ENSG00000109255.11	NMU
641	ENST00000374852.3	ENSP00000363985.3	ENSG00000102043.15	MTMR8
642	ENST00000289528.9	ENSP00000289528.5	ENSG00000158552.12	ZFAND2B
643	ENST00000350777.6	ENSP00000318085.3	ENSG00000172273.12	HINFP
644	ENST00000267615.10	ENSP00000267615.5	ENSG00000100605.16	ITPK1
645	ENST00000369306.7	ENSP00000358312.3	ENSG00000131779.10	PEX11B
646	ENST00000341181.10	ENSP00000340247.6	ENSG00000080822.16	CLDND1
647	ENST00000458550.5	ENSP00000398853.2	ENSG00000130723.18	PRRC2B
648	ENST00000396997.1	ENSP00000380193.1	ENSG00000129535.12	NRL
652	ENST00000492406.5	ENSP00000417654.1	ENSG00000138459.8	SLC35A5
653	ENST00000322623.9	ENSP00000318297.5	ENSG00000175792.11	RUVBL1
654	ENST00000237889.8	ENSP00000237889.4	ENSG00000119013.8	NDUFB3
656	ENST00000342972.2	ENSP00000343706.1	ENSG00000187601.4	MAGEH1
657	ENST00000368713.7	ENSP00000357702.3	ENSG00000188015.9	S100A3
100008594	ENST00000292596.14	ENSP00000292596.10	ENSG00000213316.9	LTC4S
659	ENST00000345146.6	ENSP00000260985.2	ENSG00000138413.13	IDH1
660	ENST00000613569.4	ENSP00000477868.1	ENSG00000092203.13	TOX4
661	ENST00000272519.9	ENSP00000272519.4	ENSG00000144118.13	RALB
662	ENST00000367055.8	ENSP00000356022.4	ENSG00000112096.16	SOD2
663	ENST00000422046.6	ENSP00000390492.2	ENSG00000198848.12	CES1
665	ENST00000217958.7	ENSP00000217958.3	ENSG00000101843.18	PSMD10
666	ENST00000374212.4	ENSP00000363329.4	ENSG00000136868.10	SLC31A1
667	ENST00000359843.7	ENSP00000352901.3	ENSG00000111206.12	FOXM1
669	ENST00000367468.9	ENSP00000356438.5	ENSG00000073756.11	PTGS2
670	ENST00000560177.5	ENSP00000453657.1	ENSG00000137804.12	NUSAP1
671	ENST00000523767.5	ENSP00000428604.1	ENSG00000070614.14	NDST1
674	ENST00000302362.10	ENSP00000304327.6	ENSG00000172301.10	COPRS
675	ENST00000367225.6	ENSP00000356194.1	ENSG00000091844.7	RGS17
676	ENST00000421757.5	ENSP00000408496.1	ENSG00000075420.12	FNDC3B
677	ENST00000344641.7	ENSP00000343867.3	ENSG00000148187.17	MRRF
678	ENST00000381405.4	ENSP00000370812.4	ENSG00000164283.12	ESM1
679	ENST00000300209.12	ENSP00000300209.8	ENSG00000123427.16	EEF1AKMT3
680	ENST00000263974.4	ENSP00000263974.4	ENSG00000120656.11	TAF12
681	ENST00000448504.6	ENSP00000407193.2	ENSG00000141337.12	ARSG
682	ENST00000304141.4	ENSP00000305675.4	ENSG00000168497.4	CAVIN2
683	ENST00000261884.7	ENSP00000261884.3	ENSG00000103671.9	TRIP4
686	ENST00000289921.7	ENSP00000289921.6	ENSG00000158863.21	FAM160B2
687	ENST00000307407.7	ENSP00000306512.3	ENSG00000169429.10	CXCL8
688	ENST00000225737.10	ENSP00000225737.6	ENSG00000108599.14	AKAP10
689	ENST00000353442.9	ENSP00000326604.7	ENSG00000105983.20	LMBR1
690	ENST00000242465.3	ENSP00000242465.3	ENSG00000122862.4	SRGN
691	ENST00000321265.9	ENSP00000319664.5	ENSG00000090273.13	NUDC
692	ENST00000354940.10	ENSP00000347020.7	ENSG00000198431.15	TXNRD1
693	ENST00000229328.9	ENSP00000229328.5	ENSG00000111725.10	PRKAB1
694	ENST00000404625.5	ENSP00000385675.1	ENSG00000136244.11	IL6
695	ENST00000295896.12	ENSP00000295896.8	ENSG00000163632.12	C3orf49
696	ENST00000264848.9	ENSP00000264848.5	ENSG00000114529.12	C3orf52
697	ENST00000335209.11	ENSP00000334785.7	ENSG00000088992.17	TESC
698	ENST00000343262.8	ENSP00000341885.4	ENSG00000140988.15	RPS2
700	ENST00000328703.11	ENSP00000329002.7	ENSG00000143575.14	HAX1
702	ENST00000265981.6	ENSP00000265981.2	ENSG00000110315.6	RNF141
704	ENST00000380237.5	ENSP00000369586.1	ENSG00000213931.5	HBE1
705	ENST00000215574.8	ENSP00000215574.2	ENSG00000099804.8	CDC34
706	ENST00000225171.6	ENSP00000225171.2	ENSG00000108176.14	DNAJC12
707	ENST00000260324.11	ENSP00000260324.7	ENSG00000137767.13	SQOR
708	ENST00000260270.2	ENSP00000260270.2	ENSG00000137714.2	FDX1
710	ENST00000432306.5	ENSP00000395017.1	ENSG00000151532.13	VTI1A
711	ENST00000327473.8	ENSP00000331827.3	ENSG00000185361.8	TNFAIP8L1
712	ENST00000451137.6	ENSP00000398736.2	ENSG00000142871.16	CYR61
713	ENST00000379170.8	ENSP00000368468.3	ENSG00000050393.11	MCUR1
714	ENST00000324787.9	ENSP00000320567.5	ENSG00000090263.15	MRPS33
715	ENST00000262120.9	ENSP00000262120.5	ENSG00000128791.11	TWSG1
717	ENST00000265394.9	ENSP00000265394.5	ENSG00000106066.14	CPVL
718	ENST00000590247.6	ENSP00000466214.1	ENSG00000105185.11	PDCD5
719	ENST00000357765.6	ENSP00000350409.2	ENSG00000115446.11	UNC50
721	ENST00000377595.7	ENSP00000366819.3	ENSG00000118939.17	UCHL3
722	ENST00000371384.3	ENSP00000360437.3	ENSG00000124098.9	FAM210B
723	ENST00000348126.6	ENSP00000314638.3	ENSG00000145730.20	PAM
724	ENST00000339624.9	ENSP00000339647.5	ENSG00000140264.19	SERF2
725	ENST00000544216.7	ENSP00000446271.2	ENSG00000257103.8	LSM14A
727	ENST00000255108.7	ENSP00000255108.3	ENSG00000132768.13	DPH2
729	ENST00000221847.5	ENSP00000221847.4	ENSG00000105246.5	EBI3
730	ENST00000307845.7	ENSP00000310749.3	ENSG00000115756.12	HPCAL1
732	ENST00000251849.8	ENSP00000251849.4	ENSG00000132155.11	RAF1
733	ENST00000373475.9	ENSP00000362574.5	ENSG00000116497.17	S100PBP
734	ENST00000418391.6	ENSP00000412784.2	ENSG00000140995.16	DEF8
736	ENST00000340020.10	ENSP00000339161.6	ENSG00000186063.12	AIDA
737	ENST00000224073.5	ENSP00000224073.1	ENSG00000107223.12	EDF1
738	ENST00000450116.6	ENSP00000388332.2	ENSG00000171858.17	RPS21
739	ENST00000228027.11	ENSP00000228027.6	ENSG00000062282.14	DGAT2
740	ENST00000239243.6	ENSP00000239243.5	ENSG00000120149.8	MSX2
741	ENST00000339091.8	ENSP00000342306.4	ENSG00000003436.15	TFPI
742	ENST00000334082.10	ENSP00000334382.6	ENSG00000152413.14	HOMER1
744	ENST00000342350.9	ENSP00000341504.4	ENSG00000172992.11	DCAKD
745	ENST00000313582.5	ENSP00000312988.5	ENSG00000104825.16	NFKBIB
746	ENST00000301724.14	ENSP00000301724.10	ENSG00000167965.17	MLST8
747	ENST00000283646.4	ENSP00000283646.3	ENSG00000153574.8	RPIA
748	ENST00000393400.6	ENSP00000377056.2	ENSG00000163870.14	TPRA1
749	ENST00000278559.7	ENSP00000278559.3	ENSG00000149260.15	CAPN5
750	ENST00000569669.5	ENSP00000455106.1	ENSG00000261236.7	BOP1
751	ENST00000525817.5	ENSP00000437112.1	ENSG00000215440.11	NPEPL1
752	ENST00000254719.9	ENSP00000254719.4	ENSG00000132383.11	RPA1
753	ENST00000326361.7	ENSP00000325634.3	ENSG00000121864.9	ZNF639
754	ENST00000313367.6	ENSP00000315410.2	ENSG00000070882.12	OSBPL3
755	ENST00000267938.8	ENSP00000267938.4	ENSG00000140367.11	UBE2Q2
756	ENST00000369332.7	ENSP00000358338.3	ENSG00000135341.17	MAP3K7
757	ENST00000230085.12	ENSP00000230085.8	ENSG00000112335.14	SNX3
758	ENST00000265686.7	ENSP00000265686.3	ENSG00000110719.9	TCIRG1
759	ENST00000555835.2	ENSP00000452245.1	ENSG00000258818.3	RNASE4
760	ENST00000334295.8	ENSP00000335144.3	ENSG00000134779.14	TPGS2
762	ENST00000311672.9	ENSP00000309565.5	ENSG00000173660.11	UQCRH
763	ENST00000340533.8	ENSP00000341625.4	ENSG00000166347.18	CYB5A
764	ENST00000367454.5	ENSP00000356424.1	ENSG00000116750.13	UCHL5
765	ENST00000368576.7	ENSP00000357565.3	ENSG00000153975.9	ZUFSP
766	ENST00000354546.9	ENSP00000346550.5	ENSG00000197043.13	ANXA6
767	ENST00000260318.6	ENSP00000260318.2	ENSG00000137760.14	ALKBH8
768	ENST00000438021.5	ENSP00000395921.1	ENSG00000154222.14	CC2D1B
769	ENST00000296666.12	ENSP00000296666.8	ENSG00000164244.20	PRRC1
770	ENST00000320672.8	ENSP00000322977.4	ENSG00000145687.16	SSBP2
771	ENST00000299633.6	ENSP00000299633.4	ENSG00000166503.8	HDGFL3
772	ENST00000375662.4	ENSP00000364814.4	ENSG00000185519.8	FAM131C
774	ENST00000336865.6	ENSP00000337398.2	ENSG00000076248.10	UNG
775	ENST00000265755.7	ENSP00000265755.3	ENSG00000006704.10	GTF2IRD1
777	ENST00000249005.2	ENSP00000249005.2	ENSG00000128274.15	A4GALT
778	ENST00000373625.7	ENSP00000362728.3	ENSG00000025800.13	KPNA6
779	ENST00000397122.6	ENSP00000380311.2	ENSG00000197905.8	TEAD4
781	ENST00000368845.5	ENSP00000357838.5	ENSG00000065154.11	OAT
782	ENST00000376509.4	ENSP00000365692.4	ENSG00000102096.9	PIM2
784	ENST00000373510.8	ENSP00000362609.3	ENSG00000160062.14	ZBTB8A
785	ENST00000588234.5	ENSP00000465432.1	ENSG00000104979.8	C19orf53
786	ENST00000255390.9	ENSP00000255390.5	ENSG00000133028.10	SCO1
787	ENST00000348403.9	ENSP00000321347.7	ENSG00000165209.18	STRBP
788	ENST00000233468.4	ENSP00000233468.4	ENSG00000115128.6	SF3B6
789	ENST00000356218.8	ENSP00000348550.4	ENSG00000139926.15	FRMD6
790	ENST00000314787.7	ENSP00000318966.3	ENSG00000254093.8	PINX1
791	ENST00000372677.7	ENSP00000361762.3	ENSG00000133134.11	BEX2
100008728	ENST00000261396.5	ENSP00000261396.3	ENSG00000069248.11	NUP133
793	ENST00000617316.1	ENSP00000482568.1	ENSG00000276045.2	ORAI1
794	ENST00000295448.7	ENSP00000295448.3	ENSG00000163281.11	GNPDA2
795	ENST00000295171.10	ENSP00000295171.6	ENSG00000163040.14	CCDC74A
797	ENST00000261593.7	ENSP00000261593.3	ENSG00000134758.13	RNF138
798	ENST00000367591.4	ENSP00000356563.4	ENSG00000034693.14	PEX3
799	ENST00000222574.8	ENSP00000222574.4	ENSG00000105856.13	HBP1
800	ENST00000381568.9	ENSP00000370980.4	ENSG00000284554.1	AL022318.4
800	ENST00000216099.12	ENSP00000216099.7	ENSG00000243811.8	APOBEC3D
801	ENST00000307630.4	ENSP00000306330.3	ENSG00000170027.6	YWHAG
803	ENST00000368131.8	ENSP00000357113.4	ENSG00000163565.18	IFI16
804	ENST00000370963.8	ENSP00000360002.4	ENSG00000170899.10	GSTA4
805	ENST00000413009.6	ENSP00000413994.2	ENSG00000087008.15	ACOX3
806	ENST00000620066.1	ENSP00000482832.1	ENSG00000165949.12	IFI27
807	ENST00000309951.7	ENSP00000309477.5	ENSG00000122729.18	ACO1
810	ENST00000400559.7	ENSP00000383404.3	ENSG00000154642.10	C21orf91
811	ENST00000235310.7	ENSP00000235310.2	ENSG00000116670.14	MAD2L2
812	ENST00000242719.3	ENSP00000242719.3	ENSG00000123091.4	RNF11
813	ENST00000507955.5	ENSP00000422753.1	ENSG00000183258.11	DDX41
815	ENST00000367459.7	ENSP00000356429.3	ENSG00000090104.11	RGS1
817	ENST00000264381.7	ENSP00000264381.3	ENSG00000114200.9	BCHE
818	ENST00000379096.9	ENSP00000368390.4	ENSG00000076554.15	TPD52
819	ENST00000280756.8	ENSP00000280756.4	ENSG00000151135.9	TMEM263
820	ENST00000083182.7	ENSP00000083182.3	ENSG00000062725.9	APPBP2
821	ENST00000576634.5	ENSP00000460850.1	ENSG00000103351.12	CLUAP1
822	ENST00000336032.3	ENSP00000336931.3	ENSG00000146278.10	PNRC1
824	ENST00000262041.5	ENSP00000262041.5	ENSG00000106511.5	MEOX2
825	ENST00000196061.4	ENSP00000196061.4	ENSG00000083444.16	PLOD1
826	ENST00000380488.8	ENSP00000369855.4	ENSG00000102048.15	ASB9
827	ENST00000378981.7	ENSP00000368264.3	ENSG00000214107.7	MAGEB1
828	ENST00000397942.3	ENSP00000381034.3	ENSG00000170677.5	SOCS6
829	ENST00000304842.5	ENSP00000302413.5	ENSG00000169902.13	TPST1
830	ENST00000352967.8	ENSP00000327072.6	ENSG00000143498.17	TAF1A
831	ENST00000319223.8	ENSP00000318185.4	ENSG00000116212.14	LRRC42
832	ENST00000273158.8	ENSP00000273158.3	ENSG00000144659.10	SLC25A38
833	ENST00000272542.7	ENSP00000272542.3	ENSG00000144136.10	SLC20A1
834	ENST00000310300.10	ENSP00000309689.6	ENSG00000077454.15	LRCH4
835	ENST00000251654.8	ENSP00000251654.4	ENSG00000114054.13	PCCB
837	ENST00000637790.1	ENSP00000490272.1	ENSG00000104763.18	ASAH1
838	ENST00000305921.7	ENSP00000306682.2	ENSG00000170836.11	PPM1D
839	ENST00000522337.5	ENSP00000429906.1	ENSG00000154582.16	ELOC
841	ENST00000259030.2	ENSP00000259030.2	ENSG00000136514.2	RTP4
842	ENST00000348343.10	ENSP00000308774.6	ENSG00000102010.14	BMX
843	ENST00000261234.10	ENSP00000261234.6	ENSG00000118600.11	TMEM5
844	ENST00000361114.9	ENSP00000354415.5	ENSG00000107745.18	MICU1
845	ENST00000369485.8	ENSP00000358497.4	ENSG00000111880.15	RNGTT
846	ENST00000338244.5	ENSP00000344322.1	ENSG00000089057.14	SLC23A2
847	ENST00000311798.5	ENSP00000312415.1	ENSG00000165583.14	SSX5
848	ENST00000261558.7	ENSP00000261558.3	ENSG00000053770.11	AP5M1
850	ENST00000302278.7	ENSP00000303351.3	ENSG00000150093.18	ITGB1
852	ENST00000299413.6	ENSP00000299413.5	ENSG00000166326.6	TRIM44
853	ENST00000370132.8	ENSP00000359151.3	ENSG00000137992.14	DBT
855	ENST00000371785.5	ENSP00000360850.1	ENSG00000122140.10	MRPS2
856	ENST00000380600.1	ENSP00000369974.1	ENSG00000176896.8	TCEANC
857	ENST00000312562.6	ENSP00000310170.2	ENSG00000175592.8	FOSL1
858	ENST00000221114.7	ENSP00000221114.3	ENSG00000104671.7	DCTN6
861	ENST00000272163.8	ENSP00000272163.4	ENSG00000143815.14	LBR
863	ENST00000375150.6	ENSP00000364292.2	ENSG00000204314.10	PRRT1
865	ENST00000439374.6	ENSP00000475845.1	ENSG00000197622.12	CDC42SE1
867	ENST00000376741.4	ENSP00000365931.4	ENSG00000167182.14	SP2
869	ENST00000359320.7	ENSP00000352270.3	ENSG00000166091.19	CMTM5
870	ENST00000246841.3	ENSP00000246841.3	ENSG00000126500.3	FLRT1
871	ENST00000360535.8	ENSP00000353732.3	ENSG00000105270.14	CLIP3
872	ENST00000223324.2	ENSP00000223324.2	ENSG00000106591.3	MRPL32
873	ENST00000245680.6	ENSP00000245680.2	ENSG00000115084.13	SLC35F5
875	ENST00000394420.8	ENSP00000377942.4	ENSG00000159579.13	RSPRY1
876	ENST00000429381.5	ENSP00000416945.1	ENSG00000112763.15	BTN2A1
877	ENST00000282026.1	ENSP00000282026.1	ENSG00000152213.3	ARL11
878	ENST00000326848.7	ENSP00000320853.7	ENSG00000160469.16	BRSK1
879	ENST00000372213.7	ENSP00000361287.3	ENSG00000151224.12	MAT1A
880	ENST00000618958.1	ENSP00000482431.1	ENSG00000275221.1	HIST1H2AK
880	ENST00000359193.3	ENSP00000352119.2	ENSG00000196787.3	HIST1H2AG
880	ENST00000359611.3	ENSP00000352627.2	ENSG00000278677.1	HIST1H2AM
880	ENST00000613174.1	ENSP00000482538.1	ENSG00000276903.1	HIST1H2AL
880	ENST00000358739.4	ENSP00000351589.3	ENSG00000196747.4	HIST1H2AI
884	ENST00000229829.6	ENSP00000229829.3	ENSG00000204252.13	HLA-DOA
887	ENST00000391995.6	ENSP00000375853.2	ENSG00000127074.14	RGS13
888	ENST00000376285.5	ENSP00000365462.1	ENSG00000175198.15	PCCA
889	ENST00000366514.4	ENSP00000355471.4	ENSG00000162851.7	TFB2M
890	ENST00000340857.3	ENSP00000344504.2	ENSG00000189060.5	H1F0
891	ENST00000373715.10	ENSP00000362820.5	ENSG00000112081.16	SRSF3
892	ENST00000309366.8	ENSP00000310935.4	ENSG00000173486.12	FKBP2
895	ENST00000260953.9	ENSP00000260953.5	ENSG00000138382.14	METTL5
896	ENST00000456872.5	ENSP00000408689.1	ENSG00000170892.10	TSEN34
899	ENST00000231238.9	ENSP00000231238.4	ENSG00000113312.10	TTC1
